Date,Open,High,Low,Close,Volume
2026-04-07,4485.7,4558.8,4453.1,4466.0,601591.0
2026-04-08,4521.3,4538.5,4355.0,4368.8,1093580.0
2026-04-09,4351.0,4430.0,4322.3,4415.6,549708.0
2026-04-10,4415.6,4437.1,4348.3,4400.6,441927.0
2026-04-13,4300.0,4477.2,4284.2,4448.0,874894.0
2026-04-15,4500.0,4509.6,4368.0,4473.3,846585.0
2026-04-16,4496.1,4506.9,4386.0,4428.3,342142.0
2026-04-17,4446.0,4644.0,4435.1,4628.5,1366449.0
2026-04-20,4629.9,4634.3,4550.6,4605.2,521891.0
2026-04-21,4605.2,4627.3,4550.0,4589.4,411473.0
2026-04-22,4589.2,4628.9,4532.1,4594.8,325451.0
2026-04-23,4590.0,4595.0,4512.2,4521.2,256265.0
2026-04-24,4559.5,4559.5,4416.0,4443.5,214778.0
2026-04-27,4489.8,4529.0,4460.3,4507.1,478314.0
2026-04-28,4506.4,4600.5,4480.0,4544.4,447096.0
2026-04-29,4558.0,4639.9,4558.0,4593.4,299310.0
2026-04-30,4584.0,4615.0,4511.0,4585.9,528855.0
2026-05-04,4585.0,4585.0,4351.0,4376.5,1358897.0
2026-05-05,4380.0,4385.9,4303.0,4358.7,318092.0
2026-05-06,4363.4,4444.5,4342.1,4432.2,396395.0
2026-05-07,4430.0,4437.2,4371.0,4386.5,320800.0
2026-05-08,4410.2,4448.0,4382.4,4402.1,266657.0
2026-05-11,4401.4,4431.8,4368.6,4389.4,165017.0
2026-05-12,4389.0,4419.2,4325.0,4331.7,245222.0
2026-05-13,4331.7,4388.9,4325.0,4334.7,225236.0
2026-05-14,4370.0,4388.0,4281.2,4341.4,309428.0
2026-05-15,4341.4,4387.0,4330.3,4358.7,145953.0
2026-05-18,4335.3,4345.6,4268.0,4304.7,168644.0
2026-05-19,4304.0,4315.5,4211.0,4236.0,367515.0
2026-05-20,4235.0,4240.2,4111.0,4144.2,346215.0
2026-05-21,4167.4,4253.0,4122.3,4137.2,498131.0
2026-05-22,4145.0,4159.0,4103.6,4117.0,207036.0
2026-05-25,4150.0,4154.9,4077.6,4097.2,284287.0
2026-05-26,4099.9,4119.8,4059.9,4103.6,479388.0
2026-05-27,4103.0,4144.2,4068.7,4124.4,229900.0
2026-05-29,4149.9,4149.9,4000.1,4054.5,2177691.0
2026-06-01,4074.9,4106.0,4041.0,4071.8,307596.0
2026-06-02,4025.0,4068.9,3988.8,4057.0,467977.0
2026-06-03,4064.9,4193.9,4017.1,4168.4,857620.0
2026-06-04,4160.0,4225.0,4128.0,4139.3,487765.0
2026-06-05,4139.3,4235.2,4112.0,4144.2,366231.0
2026-06-08,4100.0,4147.6,4035.2,4063.3,265674.0
2026-06-09,4092.0,4150.0,4070.0,4092.0,336805.0
2026-06-10,4078.4,4208.8,4031.0,4043.4,604571.0
2026-06-11,4043.4,4089.0,3975.0,3987.0,279379.0
2026-06-12,4045.0,4045.7,3955.0,3993.6,363313.0
2026-06-15,4040.0,4143.6,4013.5,4099.0,452053.0
2026-06-16,4109.0,4209.0,4109.0,4201.3,483671.0
2026-06-17,4215.1,4307.0,4202.3,4287.5,1183530.0
2026-06-18,4300.0,4349.6,4287.1,4306.7,433140.0
2026-06-19,4294.9,4331.3,4260.0,4286.9,1411377.0
2026-06-22,4305.7,4352.3,4305.7,4330.6,299785.0
2026-06-23,4311.0,4425.0,4306.0,4392.9,556327.0
2026-06-24,4395.1,4429.4,4304.0,4336.0,307333.0
2026-06-25,4350.0,4364.4,4285.0,4294.6,372532.0
2026-06-29,4290.1,4385.0,4277.7,4357.0,722211.0
2026-06-30,4357.9,4402.0,4312.5,4380.7,379455.0
2026-07-01,4368.8,4374.7,4220.5,4328.6,930654.0
2026-07-02,4328.6,4334.6,4176.0,4187.0,1254320.0
2026-07-03,4090.0,4090.0,3982.7,3994.4,1901310.0
