Date,Open,High,Low,Close,Volume
17-07-2026 09:15:00,1824.90,1829.30,1817.10,1824.00,44976
17-07-2026 09:20:00,1823.70,1828.90,1820.30,1828.80,28727
17-07-2026 09:25:00,1829.00,1833.30,1828.00,1829.30,15799
17-07-2026 09:30:00,1829.60,1840.00,1829.00,1838.40,47334
17-07-2026 09:35:00,1838.50,1838.80,1832.00,1833.50,16662
17-07-2026 09:40:00,1833.40,1836.70,1833.30,1833.50,16056
17-07-2026 09:45:00,1834.00,1835.10,1832.10,1833.70,8582
17-07-2026 09:50:00,1833.50,1833.60,1830.10,1831.40,5407
17-07-2026 09:55:00,1830.70,1831.30,1824.60,1825.00,22520
17-07-2026 10:00:00,1825.40,1826.80,1821.70,1823.10,18021
17-07-2026 10:05:00,1822.30,1828.10,1821.70,1827.20,9850
17-07-2026 10:10:00,1827.40,1831.10,1824.40,1830.20,16064
17-07-2026 10:15:00,1829.90,1832.80,1829.20,1832.00,7277
17-07-2026 10:20:00,1832.30,1833.20,1831.60,1832.80,13399
17-07-2026 10:25:00,1832.70,1839.50,1832.50,1839.40,23182
17-07-2026 10:30:00,1838.90,1839.40,1832.60,1834.00,11498
17-07-2026 10:35:00,1833.80,1834.00,1832.50,1833.80,5100
17-07-2026 10:40:00,1833.90,1834.50,1828.50,1829.50,7142
17-07-2026 10:45:00,1829.30,1830.20,1826.30,1826.90,7058
17-07-2026 10:50:00,1827.00,1828.60,1826.20,1826.70,3721
17-07-2026 10:55:00,1826.90,1826.90,1825.10,1825.80,3036
17-07-2026 11:00:00,1825.70,1828.40,1824.00,1828.20,20614
17-07-2026 11:05:00,1828.40,1829.60,1827.20,1828.20,10981
17-07-2026 11:10:00,1828.10,1828.40,1827.00,1828.30,2174
17-07-2026 11:15:00,1828.20,1829.00,1825.20,1826.70,5297
17-07-2026 11:20:00,1826.80,1827.10,1825.10,1826.70,2691
17-07-2026 11:25:00,1826.80,1828.20,1824.70,1827.70,9413
17-07-2026 11:30:00,1827.30,1828.40,1826.60,1827.60,2533
17-07-2026 11:35:00,1827.50,1828.80,1825.20,1828.70,3753
17-07-2026 11:40:00,1828.50,1830.60,1827.40,1830.20,13340
17-07-2026 11:45:00,1830.40,1830.60,1827.90,1829.20,6658
17-07-2026 11:50:00,1829.10,1833.60,1827.70,1832.90,14633
17-07-2026 11:55:00,1833.30,1833.70,1828.70,1830.30,8219
17-07-2026 12:00:00,1830.60,1833.80,1827.90,1833.70,7842
17-07-2026 12:05:00,1834.00,1835.90,1830.40,1835.00,19849
17-07-2026 12:10:00,1835.70,1837.30,1834.90,1836.90,21550
17-07-2026 12:15:00,1835.90,1837.00,1834.50,1835.60,7531
17-07-2026 12:20:00,1835.80,1838.20,1834.10,1838.20,23136
17-07-2026 12:25:00,1838.10,1838.30,1834.70,1835.40,5673
17-07-2026 12:30:00,1835.30,1835.50,1833.70,1835.10,4928
17-07-2026 12:35:00,1835.00,1835.60,1833.50,1835.10,3691
17-07-2026 12:40:00,1835.00,1835.80,1832.40,1835.80,9175
17-07-2026 12:45:00,1835.70,1837.00,1834.10,1836.00,4310
17-07-2026 12:50:00,1835.10,1836.00,1832.00,1833.00,3480
17-07-2026 12:55:00,1832.80,1834.80,1832.60,1834.40,4126
17-07-2026 13:00:00,1834.60,1835.50,1833.90,1835.20,1836
17-07-2026 13:05:00,1835.40,1835.90,1834.60,1835.80,2086
17-07-2026 13:10:00,1835.70,1836.00,1835.00,1836.00,1401
17-07-2026 13:15:00,1836.20,1836.40,1833.20,1834.00,5717
17-07-2026 13:20:00,1833.90,1835.00,1833.30,1834.20,7052
17-07-2026 13:25:00,1834.10,1840.00,1834.00,1839.70,36437
17-07-2026 13:30:00,1840.00,1841.50,1837.20,1838.30,20640
17-07-2026 13:35:00,1838.50,1840.00,1837.10,1837.10,5625
17-07-2026 13:40:00,1837.50,1837.50,1834.00,1835.00,3590
17-07-2026 13:45:00,1834.90,1835.90,1833.20,1835.00,5945
17-07-2026 13:50:00,1835.50,1835.50,1831.10,1833.90,10897
17-07-2026 13:55:00,1833.60,1838.50,1832.50,1838.00,6872
17-07-2026 14:00:00,1838.30,1838.50,1832.50,1832.50,11209
17-07-2026 14:05:00,1834.10,1835.00,1833.10,1833.50,6283
17-07-2026 14:10:00,1834.00,1835.70,1832.30,1835.70,6438
17-07-2026 14:15:00,1835.80,1841.50,1835.70,1835.80,42099
17-07-2026 14:20:00,1836.80,1837.00,1833.40,1835.60,5562
17-07-2026 14:25:00,1835.70,1837.40,1834.00,1834.00,4207
17-07-2026 14:30:00,1834.80,1836.50,1834.00,1835.40,1924
17-07-2026 14:35:00,1835.50,1836.50,1835.10,1835.90,3901
17-07-2026 14:40:00,1835.20,1836.90,1834.80,1835.00,5408
17-07-2026 14:45:00,1835.60,1836.30,1834.80,1835.70,7078
17-07-2026 14:50:00,1835.60,1836.80,1835.50,1836.30,3728
17-07-2026 14:55:00,1835.40,1837.00,1835.40,1836.60,5152
17-07-2026 15:00:00,1836.50,1837.80,1836.10,1836.50,14756
17-07-2026 15:05:00,1836.90,1837.70,1834.50,1837.70,31265
